funded_amnt,int_rate,installment,emp_length,annual_inc,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,loan_status_binary,verification_status_encoded
23600,16.55,580.83,9,59000,22.29,0,690,694,1,15,0,30309,20,0,1,0,0,0,1
7350,13.67,250.03,3,39700,26.21,0,665,669,1,12,1,2282,17,0,0,1,0,0,0
10000,8.38,315.12,10.5,45000,16.51,1,675,679,0,9,0,13154,25,0,1,0,0,1,1
14400,6.89,443.91,10.5,100000,6.28,1,730,734,0,7,0,6924,19,0,1,0,0,1,-1
21000,17.86,531.67,3,114444,27.64,0,670,674,0,21,0,31892,42,0,1,0,0,1,-1
20000,14.48,688.23,2,50000,21.36,0,660,664,2,24,1,7832,38,0,0,1,0,1,0
35000,12.59,789.04,10.5,74000,18.78,0,730,734,1,16,0,37304,35,0,1,0,0,1,1
12000,11.99,398.52,10.5,120000,6.35,0,690,694,1,4,0,9335,14,0,0,1,0,0,0
7000,5.32,210.81,6,95000,1.78,1,700,704,1,8,0,3779,11,0,0,0,1,1,1
17000,20.99,459.82,10.5,120000,6.11,0,675,679,0,4,0,268,8,0,0,0,1,1,-1
7200,10.64,234.5,10.5,49000,22.7,0,700,704,0,10,0,10256,21,0,0,0,1,1,0
14500,5.32,436.67,1,88000,4.5,0,725,729,0,11,0,16272,23,0,1,0,0,1,0
2500,9.76,80.39,10.5,82000,22.9,2,690,694,0,11,0,7191,27,0,1,0,0,1,0
19200,11.22,419.57,10.5,80000,21.54,0,675,679,0,10,0,8630,22,0,0,0,1,1,-1
21100,17.86,761.34,4,65000,5.11,0,680,684,4,10,0,6921,13,0,1,0,0,1,1
11150,18.2,284.36,0.5,51432.5,38.71,1,670,674,1,12,0,37552,22,0,1,0,0,1,1
20000,15.41,480.12,7,41800,28.88,0,665,669,1,11,0,16636,23,0,1,0,0,1,-1
19000,8.38,598.73,2,69000,14.61,0,715,719,1,15,0,13461,20,0,1,0,0,1,-1
8000,13.18,270.25,5,135000,13.76,3,665,669,5,9,0,4875,16,0,1,0,0,1,-1
17000,15.41,408.1,0.5,55000,34.96,0,660,664,1,26,0,18799,40,0,0,0,1,0,-1
4800,10.64,156.33,2,78087,6.06,1,720,724,0,6,0,681,18,0,1,0,0,1,0
10000,9.76,321.55,10.5,83000,17.21,2,665,669,0,13,1,2870,36,0,1,0,0,1,0
16000,9.17,510.07,3,90000,23.25,1,660,664,1,23,0,28347,46,0,1,0,0,0,-1
4500,8.38,141.81,5,45000,8.96,0,710,714,0,9,0,3333,20,0,1,0,0,1,-1
10000,8.38,315.12,10.5,74400,28.27,3,700,704,0,13,0,13351,33,0,1,0,0,1,-1
22450,13.67,763.7,3,49920,25.53,1,670,674,1,6,1,12037,19,0,1,0,0,1,0
15000,11.22,492.65,10.5,200000,16.81,0,715,719,0,8,0,64955,17,0,0,0,1,1,1
14000,10.64,301.89,10.5,50000,13.3,0,700,704,0,5,0,8867,18,0,0,0,1,1,-1
5000,10.64,162.85,0.5,22000,18.77,0,665,669,0,4,0,4017,5,0,0,0,1,1,1
5000,6.89,154.14,1,64000,27.23,0,745,749,0,11,0,19895,23,0,1,0,0,1,-1
26675,19.99,706.58,10.5,60000,32.8,0,705,709,0,14,0,14493,30,0,1,0,0,1,-1
6825,15.41,237.97,10.5,66000,17.87,1,675,679,2,11,0,2640,14,0,0,0,1,0,1
35000,6.89,1078.94,10.5,125000,29.97,0,750,754,0,22,1,9149,38,0,1,0,0,1,0
2200,12.59,73.7,5,26500,20.97,0,685,689,1,5,0,2568,11,0,0,0,1,1,1
9800,9.76,315.12,4,48000,7.9,0,675,679,0,9,1,5073,31,0,0,0,1,1,1
2375,9.17,75.72,3,32500,35.24,0,710,714,1,14,0,6918,29,0,0,1,0,1,-1
10700,14.48,251.65,1,48000,20.44,0,720,724,0,6,0,3787,34,0,0,1,0,1,-1
8000,13.67,272.15,7,63000,16.34,0,660,664,1,8,1,4502,39,0,0,0,1,0,0
10000,9.76,321.55,3,45000,3.28,0,725,729,0,4,0,5601,6,0,1,0,0,1,1
12000,12.59,401.97,0.5,150000,6.6,2,695,699,0,15,0,7460,31,0,0,0,1,1,1
15000,7.26,464.95,10.5,110000,24.98,0,715,719,0,11,0,24131,37,0,1,0,0,1,-1
10000,11.99,332.1,3,42000,29.72,0,705,709,1,12,2,15750,37,0,0,0,1,1,1
4800,13.18,162.15,10.5,122616,19.04,2,660,664,3,12,0,10287,27,0,1,0,0,0,0
20000,11.22,437.05,10.5,45000,17.68,1,710,714,0,7,0,11530,15,0,1,0,0,1,0
13750,14.48,473.16,10.5,42800,30.93,0,705,709,0,12,0,6433,17,0,0,0,1,1,1
15000,9.17,478.19,0.5,70000,15.4,0,675,679,0,14,3,14184,33,0,0,0,1,1,1
18000,9.17,573.83,2,50000,15.7,1,680,684,1,9,0,4741,25,0,1,0,0,1,1
19000,12.59,636.44,10.5,80000,17.45,0,675,679,2,6,0,14540,14,0,0,0,1,1,0
10200,17.86,258.24,10.5,110000,27.31,0,710,714,1,11,0,15325,45,0,1,0,0,1,-1
35000,12.59,789.04,10.5,166000,11.13,2,740,744,2,38,0,5365,82,0,0,0,1,1,1
9000,11.22,295.59,3,43000,15.94,0,675,679,0,17,0,7792,19,0,0,0,1,1,0
7500,5.32,225.87,3,36000,28.14,0,765,769,0,12,0,5564,18,0,0,0,1,1,-1
9075,12.59,303.99,10.5,60000,12.06,2,665,669,0,7,0,2780,17,0,1,0,0,1,1
17000,11.22,558.34,2,55500,22.25,0,685,689,0,17,0,16162,41,0,1,0,0,1,1
16000,5.32,481.84,6,136041,25.01,0,695,699,1,19,0,55860,28,0,1,0,0,1,1
12000,12.59,270.53,10.5,55000,12.94,0,700,704,0,8,0,2423,19,0,1,0,0,1,-1
28000,7.89,566.27,10.5,195000,22.54,0,720,724,0,21,0,122087,54,0,1,0,0,1,-1
25000,6.24,763.28,4,201760,19.27,0,690,694,0,16,0,36440,43,0,1,0,0,1,0
10675,18.2,387,0.5,49500,24.41,0,670,674,2,12,0,19387,36,0,0,0,1,1,0
2400,14.48,82.59,2,22000,23.57,0,665,669,0,13,0,3220,13,0,0,0,1,1,1
14000,9.17,446.31,10.5,45000,20.05,0,665,669,1,11,1,8812,25,0,1,0,0,1,0
7925,17.86,285.96,2,67000,1.52,0,750,754,2,15,0,306,26,0,1,0,0,1,0
8000,9.76,257.24,7,40000,21.99,0,700,704,3,10,1,3823,15,0,0,0,1,1,1
2450,17.86,88.41,5,8200,12.74,0,690,694,0,4,0,2607,4,0,0,0,1,1,0
15000,5.32,451.73,7,150000,11.53,0,705,709,0,7,0,7852,24,0,0,0,1,1,-1
35000,21.99,966.47,5,125000,20.17,0,660,664,2,13,1,22288,19,0,0,1,0,1,1
7000,11.22,229.91,6,37000,26.13,1,675,679,0,23,0,7469,42,0,0,1,0,0,0
10000,7.89,312.86,10.5,65000,10.67,0,680,684,1,9,2,13529,36,0,1,0,0,1,1
15000,14.48,516.17,10.5,43000,17.63,0,690,694,0,5,0,5276,15,0,0,0,1,1,0
8000,12.59,267.98,6,81000,15.81,0,660,664,0,11,0,8733,20,0,1,0,0,0,0
35000,17.57,880.61,10.5,100000,23.9,0,680,684,0,13,0,90215,25,0,1,0,0,1,0
32200,18.2,821.18,1,70000,29.71,0,670,674,0,12,0,43002,32,0,0,0,1,1,1
4000,11.99,132.84,9,28000,23.1,0,710,714,1,20,0,6184,43,0,0,0,1,1,1
2375,17.57,85.36,0.5,81000,10.54,0,665,669,3,7,1,2188,38,0,0,0,1,1,0
30000,13.18,1013.43,10.5,96000,18.29,0,685,689,2,18,0,27206,25,0,1,0,0,0,1
1600,14.48,55.06,8,20880,22.18,0,735,739,1,6,0,3330,8,0,0,0,1,1,1
24800,13.67,572.82,10.5,110000,26.41,0,720,724,0,16,0,56185,38,0,1,0,0,0,0
30000,7.89,938.57,2,113497,31.33,0,720,724,0,21,0,33607,56,0,0,1,0,1,1
3000,11.99,99.63,3,14000,19.75,0,705,709,0,4,0,6808,4,0,0,1,0,1,1
35000,7.89,1095,6,400000,6.56,0,715,719,0,8,0,129528,15,0,0,0,1,1,1
11000,14.48,378.53,7,32000,31.96,0,680,684,0,15,0,12972,16,0,0,0,1,1,1
11000,7.89,344.15,3,60000,16.43,0,720,724,2,8,1,5227,13,0,0,0,1,1,-1
12000,11.99,398.52,4,29000,19.66,0,690,694,0,23,0,7524,23,0,0,1,0,1,1
12000,11.99,266.88,2,120000,20.92,1,675,679,0,21,0,15621,39,0,0,1,0,1,-1
5000,15.41,174.34,2,30000,2.28,0,750,754,0,4,0,180,5,0,0,0,1,0,0
30000,14.48,705.54,10.5,92000,26.05,1,680,684,0,13,1,2473,48,0,1,0,0,0,0
14000,11.22,305.94,10.5,58000,34.82,3,700,704,0,22,0,22112,49,0,1,0,0,1,-1
8675,13.67,295.11,9,90000,35.48,0,670,674,1,18,0,96402,47,0,1,0,0,1,1
28850,12.59,966.39,5,108000,10.07,0,660,664,0,9,0,33502,15,0,1,0,0,1,1
6000,8.38,189.08,2,73000,31.69,0,700,704,2,21,0,13102,40,0,0,1,0,1,-1
2000,16.99,71.3,6,15000,23.84,0,670,674,2,9,0,4930,15,0,0,0,1,1,1
15000,13.67,510.27,10.5,125000,20.09,0,685,689,5,32,0,94863,46,0,0,1,0,1,0
25000,7.89,782.15,0.5,100000,16.43,0,690,694,0,8,0,23022,18,0,0,0,1,0,1
30000,17.86,759.52,10.5,82000,24.94,0,705,709,0,22,0,48619,25,0,1,0,0,0,1
21000,15.41,732.2,2,135000,19.39,0,660,664,2,9,0,8156,17,0,0,0,1,1,1
11400,18.99,295.66,9,30000,28.84,0,670,674,0,12,0,22153,15,0,1,0,0,1,0
35000,20.99,946.68,3,82560,27.14,0,700,704,0,9,0,20595,16,0,0,0,1,0,0
15000,9.17,478.19,10.5,128000,5.99,0,680,684,0,8,0,10312,15,0,0,1,0,1,0
27125,11.99,603.25,7,196000,18.59,0,720,724,1,10,0,37147,33,0,1,0,0,1,0
8000,11.99,265.68,3,98000,21.38,4,680,684,1,11,0,4807,33,0,1,0,0,0,1
15000,8.38,472.68,8,140000,9.17,0,675,679,1,3,1,14237,9,0,0,0,1,1,-1
14400,8.38,294.61,10.5,85000,15.99,0,795,799,0,8,0,11374,18,0,1,0,0,1,-1
12000,7.89,375.43,0.5,105000,19.55,0,760,764,0,11,0,14790,24,0,0,0,1,1,0
25000,13.18,571.14,2,75000,32.53,0,730,734,0,10,0,26266,20,0,0,0,1,1,-1
20000,11.22,656.86,7,94000,11.54,0,685,689,0,11,0,8255,29,0,1,0,0,0,0
15000,12.59,338.16,10.5,75000,9.68,0,670,674,0,10,0,14369,29,0,1,0,0,1,-1
4475,13.18,151.17,2,40000,3.81,0,660,664,1,3,1,2518,14,0,0,1,0,1,-1
7200,11.22,236.47,0.5,40000,21.57,0,665,669,2,7,1,7760,25,0,0,0,1,1,0
5825,7.26,180.56,10.5,36587,24.11,0,740,744,0,4,0,9724,18,0,0,1,0,1,-1
13100,9.76,421.23,5,180000,7.27,5,700,704,0,13,0,2756,39,0,1,0,0,1,-1
18000,8.38,567.22,3,45000,15.11,0,675,679,1,20,0,15595,33,0,0,1,0,1,1
14000,10.64,301.89,5,80000,31.83,0,690,694,0,12,3,8103,17,0,1,0,0,1,1
8500,13.67,289.15,10.5,110000,11.53,0,660,664,3,9,2,5217,42,0,0,0,1,1,1
5400,7.26,167.38,0.5,30000,23.44,0,765,769,0,9,0,8029,17,0,0,0,1,1,1
20000,17.57,503.21,10.5,72000,20.9,0,665,669,1,10,0,13350,17,0,1,0,0,1,0
10000,13.18,228.46,2,52000,15.28,2,690,694,0,9,0,7626,11,0,0,1,0,0,-1
15000,7.26,464.95,10.5,55000,17.72,0,740,744,0,10,0,10185,28,0,1,0,0,1,0
15000,9.17,312.62,4,40000,34.17,0,745,749,0,12,0,13252,24,0,0,0,1,1,-1
16000,13.18,365.53,10.5,100000,21.07,0,685,689,0,17,0,18252,22,0,1,0,0,1,-1
20000,15.41,697.33,10.5,110000,18.51,0,670,674,2,13,2,15792,34,0,0,0,1,1,-1
6000,10.64,195.42,3,40000,4.02,0,665,669,3,8,2,3624,11,0,0,1,0,1,1
30000,19.99,794.65,3,79500,17.48,1,670,674,0,7,2,22597,16,0,1,0,0,1,1
15000,6.24,457.97,10.5,77000,3.28,0,780,784,1,14,0,7490,30,0,1,0,0,1,0
24950,20.99,674.85,0.5,82000,12.72,0,710,714,0,6,0,16502,15,0,0,0,1,1,0
8000,7.89,250.29,2,65000,26.96,0,735,739,0,16,0,24893,25,0,1,0,0,1,0
9500,13.18,320.92,4,27000,20.09,0,690,694,0,15,0,10915,25,0,1,0,0,1,1
26600,18.49,968.21,6,70000,19.75,0,660,664,0,7,0,6922,7,0,0,0,1,1,1
10000,16.55,246.12,1,30000,21.12,0,705,709,0,10,0,5210,15,0,0,0,1,1,1
18000,6.89,554.89,10.5,70000,12.94,0,705,709,0,10,1,14601,24,0,1,0,0,1,-1
18000,6.24,549.56,10.5,250000,17.18,0,705,709,1,20,0,55159,45,0,1,0,0,1,0
27600,10.64,595.15,3,75000,32.61,2,695,699,0,17,0,27077,44,0,1,0,0,1,-1
4800,12.59,160.79,8,30000,23.16,0,665,669,0,6,0,12645,10,0,0,0,1,1,0
13000,15.41,453.27,4,52000,9.69,0,660,664,0,9,1,24036,16,0,0,0,1,1,-1
4000,11.22,131.38,8,35000,3.26,0,675,679,0,6,1,3601,23,0,1,0,0,1,0
19000,9.76,610.94,6,95000,18.74,0,675,679,0,13,0,25676,19,0,0,0,1,1,1
35000,18.49,898.13,10.5,82000,33.85,1,700,704,2,12,0,10373,35,0,1,0,0,1,0
4000,11.99,132.84,4,40000,19.29,0,665,669,0,8,0,5254,14,0,0,0,1,1,1
10800,17.86,389.69,4,30000,28.45,0,670,674,1,6,1,14722,15,0,0,0,1,1,0
11000,5.32,331.27,2,55000,12.11,0,690,694,0,10,0,13448,17,0,1,0,0,1,1
7500,9.17,239.1,10.5,55000,6.2,0,685,689,0,9,0,6494,16,0,0,0,1,1,1
15000,13.18,342.68,10.5,50000,8.62,0,705,709,0,7,0,2026,26,0,1,0,0,0,-1
35000,14.48,823.13,5,95000,11.64,0,670,674,0,10,0,39663,25,0,1,0,0,1,1
25000,7.89,782.15,10.5,83900,20.48,0,685,689,0,15,0,34856,21,0,0,1,0,1,1
13800,13.18,466.18,5,30000,25.2,0,695,699,0,9,0,15074,16,0,0,0,1,0,0
14475,10.64,471.43,8,40000,28.26,0,765,769,1,12,0,11012,22,0,0,0,1,1,-1
5500,15.41,191.77,3,38000,15.86,0,660,664,1,18,0,4510,20,0,0,0,1,0,1
12000,9.76,253.55,1,42000,20.23,0,775,779,2,21,0,9644,28,0,0,1,0,1,-1
6000,9.17,191.28,0.5,35000,20.58,0,665,669,1,15,0,7270,25,0,0,0,1,1,0
31200,13.18,712.78,5,109000,12.42,0,700,704,0,6,0,32275,17,0,1,0,0,1,0
12000,10.64,390.83,5,88787,23.07,0,670,674,0,13,4,12644,15,0,0,0,1,1,0
11250,18.49,288.69,9,62600,30.21,0,660,664,1,7,1,13217,23,0,1,0,0,1,0
15300,18.2,554.67,9,42500,9.6,0,670,674,1,5,0,3074,23,0,0,0,1,1,0
35000,15.41,1220.33,4,100000,28.21,1,680,684,0,12,0,27034,28,0,0,0,1,1,0
11400,13.18,260.44,7,72000,8.83,0,665,669,2,7,0,1303,9,0,1,0,0,1,1
5000,6.89,154.14,10.5,49000,15.33,0,690,694,0,12,0,13468,30,0,1,0,0,1,-1
13000,13.18,439.15,1,50000,21.28,0,680,684,0,8,0,17291,23,0,1,0,0,1,0
15950,17.57,573.2,10.5,38000,7.04,0,700,704,0,5,0,4115,12,0,1,0,0,0,-1
15200,14.48,357.48,7,94618,30.2,0,690,694,1,19,0,52311,42,0,1,0,0,1,1
32000,19.99,847.63,10.5,110000,21.11,0,675,679,1,13,1,14126,31,0,0,1,0,1,0
16000,9.76,338.07,10.5,107000,19.52,0,720,724,0,13,0,30422,26,0,1,0,0,1,-1
15000,13.18,342.68,10.5,135000,13.68,0,695,699,0,6,0,20532,17,0,1,0,0,1,0
11975,9.17,381.75,8,58000,12.66,0,665,669,0,11,1,13358,42,0,1,0,0,1,1
12000,16.55,295.34,10.5,75000,16.98,0,660,664,0,23,1,4656,41,0,0,0,1,1,1
20125,7.89,629.63,3,125000,7.02,0,835,839,0,12,0,2766,26,0,1,0,0,1,-1
17000,5.32,511.96,8,100000,15.42,0,765,769,0,9,0,27790,19,0,0,0,1,1,-1
11200,14.48,263.4,10.5,40000,26.46,0,660,664,2,9,1,12222,16,0,0,0,1,1,0
15000,13.18,506.72,1,46000,11.74,2,690,694,1,5,2,2079,19,0,1,0,0,0,1
2800,11.99,92.99,2,30000,34.05,0,665,669,3,17,1,7510,40,0,0,0,1,1,1
9600,9.17,306.04,10.5,42000,10.63,2,670,674,2,7,0,7308,14,0,0,0,1,1,1
9800,18.99,359.18,10.5,28000,18.99,0,680,684,2,8,0,4648,29,0,1,0,0,1,0
4500,13.18,152.02,3,35000,31.62,1,665,669,1,12,0,5822,18,0,0,0,1,1,0
14400,17.57,362.31,10.5,70000,31.53,1,715,719,3,9,0,9514,42,0,0,0,1,0,0
3000,9.76,96.47,7,49674,30.85,3,665,669,0,21,0,17152,41,0,0,0,1,1,0
35000,13.67,808.42,10.5,72000,23.3,0,730,734,0,8,0,41375,18,0,1,0,0,1,1
3200,23.99,125.53,8,30000,20.52,0,675,679,3,23,1,1330,28,0,0,0,1,0,1
10000,7.26,309.97,0.5,130000,23.66,0,730,734,1,16,0,11877,35,0,1,0,0,1,-1
6000,11.22,197.06,3,42000,5.57,0,675,679,1,3,0,3616,6,0,0,0,1,0,0
18000,13.18,411.22,4,80000,19.37,0,670,674,0,18,1,13335,34,0,0,0,1,0,-1
8925,12.59,298.96,10.5,57000,30.86,0,715,719,1,12,0,37298,37,0,1,0,0,1,1
10000,18.99,259.36,0.5,27800,10.75,0,680,684,0,19,0,10742,31,0,0,0,1,1,0
13200,11.99,438.37,10.5,65000,17.63,0,675,679,1,9,0,17028,11,0,0,0,1,1,1
10000,11.99,222.4,5,43500,20.44,0,680,684,1,7,0,11661,23,0,0,0,1,0,-1
16200,13.67,374.18,5,65000,26.75,1,690,694,1,10,0,11224,17,0,1,0,0,1,0
35000,11.22,764.84,4,150000,34.53,0,705,709,1,23,0,36450,32,0,0,0,1,1,0
20000,12.59,669.94,10.5,75000,21.34,0,670,674,1,13,1,15563,30,0,1,0,0,1,0
20000,9.17,637.58,10.5,73000,29.1,0,695,699,1,16,0,25655,28,0,0,1,0,1,-1
4800,9.17,153.02,4,29500,14.93,0,665,669,1,8,0,3536,17,0,0,0,1,1,1
5000,8.38,157.56,10.5,52000,19.78,1,665,669,0,4,0,10300,15,0,0,0,1,1,1
6000,10.64,195.42,8,55000,14.51,0,665,669,0,9,2,5469,15,0,1,0,0,1,1
2600,18.2,94.26,10.5,123000,10.25,2,665,669,3,7,0,1453,16,0,1,0,0,0,1
16300,18.2,590.93,10.5,78000,15.46,1,665,669,3,12,0,20118,28,0,1,0,0,1,1
15000,11.99,333.6,8,47000,23.93,1,690,694,0,16,0,13319,33,0,0,1,0,1,1
6000,8.38,189.08,7,109000,12.17,3,680,684,0,13,0,16915,25,0,1,0,0,1,1
12450,17.57,447.42,6,90000,6.19,0,700,704,3,9,2,7042,11,0,0,0,1,1,-1
28000,10.64,603.78,3,90000,5.03,0,730,734,0,7,0,11938,13,0,0,0,1,1,-1
14000,13.67,323.37,5,37440,28.56,0,670,674,1,10,0,8566,17,0,0,0,1,1,0
9000,9.17,286.92,3,101000,23.96,0,725,729,1,10,1,24139,26,0,0,0,1,0,0
12000,11.99,398.52,7,40000,30.15,0,665,669,1,11,0,19866,34,0,0,0,1,1,1
17900,17.86,453.19,0.5,35800,38.35,0,670,674,1,9,1,8958,28,0,0,0,1,0,0
2725,14.48,93.78,5,45000,7.94,0,665,669,3,9,0,6471,24,0,0,0,1,1,1
12800,11.99,425.09,10.5,128000,25.83,0,680,684,1,13,0,47739,28,0,1,0,0,1,-1
16000,16.99,397.56,10.5,50000,22.8,0,685,689,0,8,0,4525,19,0,0,0,1,1,1
24000,12.59,803.93,3,116865,13.97,0,685,689,1,8,0,23577,10,0,0,0,1,1,1
12000,18.2,306.03,10.5,60000,8.6,2,700,704,1,8,0,3527,30,0,1,0,0,1,-1
5575,6.24,170.21,9,42000,25.14,0,755,759,0,8,0,4860,21,0,1,0,0,0,-1
1200,6.89,37,0.5,32000,16.05,0,750,754,0,9,0,2566,10,0,0,0,1,0,-1
10000,9.76,211.3,0.5,39000,5.94,0,680,684,0,5,0,5339,8,0,0,0,1,1,1
11000,17.57,395.31,3,55000,27.67,0,670,674,0,8,1,22209,12,0,0,0,1,0,1
5000,14.48,172.06,9,80000,26.94,0,685,689,1,14,0,61330,20,0,1,0,0,1,0
6425,12.59,215.22,10.5,80000,29.49,2,660,664,1,12,1,13996,24,0,1,0,0,1,1
15525,18.2,562.83,0.5,37000,26.63,0,660,664,1,9,2,4154,37,0,0,0,1,1,1
35000,9.76,1125.42,3,140000,16.48,0,695,699,0,9,0,26028,28,0,1,0,0,1,1
15000,13.18,506.72,9,95000,11.37,3,665,669,2,19,0,13997,46,0,1,0,0,1,1
17500,11.99,389.19,7,45000,25.65,0,680,684,1,9,0,8927,17,0,0,0,1,1,-1
16000,9.76,338.07,8,103000,24.94,0,705,709,0,11,0,27448,18,0,0,0,1,1,0
18000,13.18,411.22,3,54000,7.16,0,735,739,0,7,1,646,16,0,1,0,0,1,-1
13000,11.22,284.08,10.5,54000,17.87,2,685,689,1,6,0,12165,15,0,1,0,0,1,1
9600,11.99,318.82,5,50000,15.96,0,670,674,1,5,7,2324,30,0,1,0,0,1,-1
15000,13.67,346.47,7,55000,15.25,0,710,714,0,8,1,7269,18,0,1,0,0,1,1
14000,9.17,446.31,8,42000,0.71,0,690,694,1,5,0,101,18,0,1,0,0,0,0
4000,9.17,127.52,1,45000,16.8,0,710,714,0,13,0,2763,13,0,0,0,1,1,1
3600,14.48,123.89,6,57400,6.1,0,660,664,1,11,0,3281,14,0,0,0,1,1,1
24000,11.22,788.24,10.5,105000,5.22,0,695,699,2,12,0,20019,35,0,1,0,0,1,-1
12000,11.22,394.12,10.5,47500,28.1,0,660,664,0,9,0,3605,33,0,1,0,0,1,0
30000,22.99,845.55,2,72000,25.47,0,695,699,2,16,0,14579,57,0,0,0,1,0,0
15000,12.59,338.16,0.5,65000,29.67,0,705,709,0,13,0,49407,23,0,1,0,0,0,-1
16925,13.18,386.66,10.5,38500,16.9,0,695,699,0,12,0,18060,17,0,0,0,1,1,-1
15000,18.49,545.99,1,50000,1.85,0,660,664,0,6,1,5453,7,0,0,0,1,0,0
28000,13.67,646.74,10.5,100200,27.59,5,670,674,0,12,0,34415,39,0,1,0,0,0,1
5075,15.41,176.95,10.5,49900,14.84,0,660,664,1,4,0,2354,10,0,0,0,1,1,0
10500,18.49,269.44,3,60000,21.32,0,675,679,0,12,0,10113,12,0,0,0,1,1,1
1400,24.99,55.66,3,13000,33.54,0,660,664,0,9,0,4370,10,0,0,1,0,1,0
15600,16.99,387.62,4,39500,29.44,0,665,669,1,17,0,13079,39,0,0,1,0,0,1
15000,6.24,457.97,7,128000,24.21,1,705,709,2,25,0,44124,59,0,1,0,0,1,1
28000,5.32,843.22,9,120000,15.62,1,715,719,0,23,0,9569,41,0,1,0,0,1,-1
8400,9.76,270.1,3,90000,33.49,0,690,694,0,20,0,20949,32,0,1,0,0,1,1
18300,22.99,515.79,10.5,58000,18.56,0,710,714,2,6,0,9319,41,0,1,0,0,-1,1
35000,17.57,1257.8,5,282000,5.12,0,700,704,1,6,0,22530,12,0,0,0,1,1,0
18000,9.17,573.83,0.5,90000,3.21,0,695,699,0,6,1,539,19,0,0,1,0,1,-1
5000,9.76,160.78,10.5,42000,20.83,0,675,679,1,8,1,2436,28,0,1,0,0,1,-1
4000,11.99,132.84,10.5,62000,17.43,3,680,684,0,17,0,13352,42,0,1,0,0,1,0
18500,11.99,411.43,10.5,98000,18.21,1,705,709,0,7,0,4365,25,0,1,0,0,1,-1
10000,10.64,325.69,10.5,66524,17.01,0,670,674,0,20,2,11660,36,0,1,0,0,1,0
11525,25.99,345,10.5,40000,26.61,2,685,689,0,22,0,7420,32,0,0,0,1,0,1
22800,6.24,696.11,10.5,105000,17.95,0,690,694,0,9,0,47673,33,0,1,0,0,1,1
20000,11.99,444.79,10.5,105000,20.01,0,695,699,1,10,0,4059,14,0,0,1,0,1,0
15000,11.22,492.65,10.5,70000,22.06,0,685,689,3,25,0,17709,34,0,0,1,0,1,0
20400,8.38,642.85,10.5,118000,14.89,0,725,729,1,14,0,15921,27,0,0,1,0,1,-1
20000,7.89,625.72,2,71000,9.65,0,710,714,0,9,0,18788,20,0,0,0,1,1,1
28900,20.99,1088.67,6,85000,27.4,0,675,679,0,11,0,20818,20,0,0,0,1,1,1
16000,21.99,441.82,2,40000,23.52,2,700,704,0,5,0,3,12,0,0,0,1,0,0
10000,9.17,318.79,2,450000,5.65,1,705,709,1,7,1,10757,24,0,1,0,0,1,1
10000,7.26,309.97,8,70000,5.47,1,725,729,0,10,0,8555,18,0,0,0,1,1,1
6000,11.99,199.26,1,45000,3.31,0,665,669,2,4,0,3366,4,0,0,0,1,0,0
12000,14.48,282.22,0.5,54000,22.6,0,700,704,0,9,1,6473,23,0,0,0,1,0,-1
25000,11.99,830.24,3,100000,12.64,0,715,719,1,15,1,17526,41,0,1,0,0,1,-1
18225,13.18,615.66,5,41421,10.72,0,665,669,0,5,0,12002,8,0,0,0,1,1,0
35000,7.89,1095,2,120000,27.98,0,750,754,0,18,0,43954,31,0,1,0,0,1,1
2800,13.18,94.59,8,60000,29.14,1,670,674,0,21,0,12528,68,0,0,0,1,0,0
12000,8.38,378.15,10.5,90000,13.61,0,715,719,0,15,0,15031,46,0,1,0,0,1,-1
15000,9.17,478.19,4,120000,19.43,0,685,689,0,18,0,26291,34,0,1,0,0,1,-1
10000,11.99,332.1,0.5,28000,16.55,0,665,669,1,10,0,15438,23,0,1,0,0,0,0
10250,14.48,352.72,0.5,27000,37.78,0,695,699,0,7,0,10390,36,0,0,0,1,1,1
12000,9.76,385.86,6,120671,19.92,0,670,674,0,13,1,29753,28,0,1,0,0,1,0
3500,11.99,116.24,1,21840,27.75,0,660,664,0,5,0,5282,5,0,0,0,1,0,1
12000,9.76,253.55,1,35000,20.95,0,690,694,0,10,0,11325,12,0,0,0,1,1,0
22400,25.99,670.54,3,70000,28.47,1,665,669,1,16,0,13814,36,0,1,0,0,1,0
30000,11.22,655.57,6,160000,10.48,0,715,719,1,6,0,69357,21,0,1,0,0,1,1
8400,11.22,275.89,1,60000,13.26,0,665,669,1,8,0,1508,13,0,0,0,1,1,1
5000,8.38,157.56,4,36000,5.77,0,665,669,0,10,0,4464,36,0,1,0,0,1,1
5875,13.67,199.86,9,95000,8.65,1,685,689,1,5,0,5719,10,0,1,0,0,1,1
4800,9.17,153.02,10.5,41000,3.69,0,660,664,1,3,1,4004,13,0,0,0,1,1,1
11525,16.99,286.37,8,40000,18.42,0,695,699,1,13,0,17161,20,0,0,0,1,1,1
16000,7.89,500.58,10.5,135000,9.44,0,700,704,1,6,2,0,46,0,1,0,0,1,1
8400,6.24,256.46,10.5,50000,15.51,0,690,694,0,9,0,5485,22,0,0,0,1,1,0
20000,9.17,637.58,10.5,112926,10.17,0,665,669,0,6,1,11873,31,0,1,0,0,1,1
